era,launch_year,product_name,category,product_type,shade_code,shade_name,shade_description,finish,finish_group,color_family,shade_depth_order,shade_depth_group,undertone_inferred_cmyk,undertone_confidence,shade_function,c_pct,m_pct,y_pct,k_pct,color_value_source,is_oos
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,112,Severine,Brown,Shine,shine_gloss,brown,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,53,64,40,source_provided,false
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,114,Understudy,Rosy mauve,Shine,shine_gloss,berry_plum,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,49,52,25,source_provided,false
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,116,Happy Ending,Pink,Shine,shine_gloss,pink,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,59,44,2,source_provided,false
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,118,Roll the Dice,Fuchsia,Shine,shine_gloss,pink,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,93,68,16,source_provided,false
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,120,Voila!,Fuchsia red,Shine,shine_gloss,red,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,94,73,20,source_provided,false
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,122,All the Way,Orange,Shine,shine_gloss,coral_orange,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,83,90,4,source_provided,false
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,124,Surrender Dorothy,Red,Shine,shine_gloss,red,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,87,92,37,source_provided,false
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,126,Neo-Noir,Deep red,Shine,shine_gloss,red,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,97,100,44,source_provided,false
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,128,Seduce Me,Berry,Shine,shine_gloss,berry_plum,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,74,63,51,source_provided,false
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,130,Little Pretty,Purple,Shine,shine_gloss,purple,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,71,6,73,source_provided,false
original_launch,2013,Lovemarc Lip Gel,Lips,Lipstick,132,Saboteur,Wine,Shine,shine_gloss,berry_plum,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,75,75,64,source_provided,false
original_launch,2013,Shameless Bold Blush,Face,Blush,202,Naughty,Rosy beige,Matte,matte,nude,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,20,24,12,source_provided,false
original_launch,2013,Shameless Bold Blush,Face,Blush,204,Obsessed,Burnt rose,Matte,matte,berry_plum,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,50,54,16,source_provided,false
original_launch,2013,Shameless Bold Blush,Face,Blush,206,Reckless,Plum,Matte,matte,berry_plum,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,42,42,27,source_provided,false
original_launch,2013,Shameless Bold Blush,Face,Blush,208,Provocative,Rust,Matte,matte,coral_orange,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,48,62,27,source_provided,false
original_launch,2013,Shameless Bold Blush,Face,Blush,210,Irresistible,Copper,Matte,matte,gold_bronze,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,53,64,30,source_provided,false
original_launch,2013,Shameless Bold Blush,Face,Blush,212,Outspoken,Violet,Matte,matte,purple,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,37,19,27,source_provided,false
original_launch,2013,Shameless Bold Blush,Face,Blush,214,Promiscuous,Berry,Matte,matte,berry_plum,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,51,47,31,source_provided,false
original_launch,2013,Shameless Bold Blush,Face,Blush,216,Rebellious,Pink berry,Matte,matte,pink,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,56,44,25,source_provided,false
original_launch,2013,Shameless Bold Blush,Face,Blush,218,Tantalizing,Deep berry,Matte,matte,berry_plum,,not_applicable,not_applicable,not_applicable,color_cosmetic,0,60,48,47,source_provided,false
original_launch,2013,O!mega Bronze Perfect Tan,Face,Bronzer,,Tantric,Universal,Radiant-matte,matte,brown,1,universal,golden_warm,medium,bronzer,0,29,44,15,source_provided,false
original_launch,2013,Lip Lock Moisture Balm,Lips,Lip Balm,,Makeout,Translucent,Translucent,none_na,clear_translucent,not_applicable,not_applicable,not_applicable,not_applicable,balm,,,,,missing,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,102,The Ingenue,Dirty beige,Satin,sheen,nude,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,18,33,25,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,102,The Ingenue,Taupe,Metallic,metallic_shimmer,brown,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,15,24,37,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,102,The Ingenue,Warm taupe,Sheen,metallic_shimmer,brown,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,15,24,31,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,104,The Punk,Gray,Shimmer,metallic_shimmer,black_gray,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,13,16,38,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,104,The Punk,Violet,Sheen,metallic_shimmer,purple,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,23,45,0,53,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,104,The Punk,Eggplant,Matte,matte,purple,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,2,39,0,49,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,106,The Rebel,Beige,Satin,sheen,nude,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,17,27,19,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,106,The Rebel,Fuchsia purple,Sheen,metallic_shimmer,purple,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,62,25,47,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,106,The Rebel,Blackened eggplant,Matte,matte,purple,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,22,11,75,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,108,The Glam,Warm cream,Matte,matte,nude,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,18,40,14,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,108,The Glam,Metallic bronze with gold shimmer,Metallic,metallic_shimmer,gold_bronze,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,22,28,48,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,108,The Glam,Peachy copper sheen,Sheen,metallic_shimmer,coral_orange,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,26,42,36,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,110,The Shoe Grazer,Bronze,Sheen,metallic_shimmer,gold_bronze,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,25,44,35,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,110,The Shoe Grazer,Brown,Matte,matte,brown,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,26,29,49,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,110,The Shoe Grazer,Blue,Sheen,metallic_shimmer,blue,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,30,11,0,37,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,112,The Mod,Eggshell white,Matte,matte,white_silver,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,10,18,11,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,112,The Mod,Black with iridescent shimmer,Shimmer,metallic_shimmer,black_gray,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,4,7,0,82,source_provided,false
original_launch,2013,Style Eye-con No. 3 Plush Shadow Palette,Eyes,Eyeshadow Palette,112,The Mod,Light grayish taupe,Matte,matte,black_gray,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,8,10,33,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,202,The Tease,Purple palette pan 1,Frost,metallic_shimmer,purple,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,6,28,0,67,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,202,The Tease,Purple palette pan 2,Satin,sheen,purple,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,25,18,57,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,202,The Tease,Purple palette pan 3,Satin,sheen,purple,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,19,15,18,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,202,The Tease,Purple palette pan 4,Frost,metallic_shimmer,berry_plum,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,29,35,14,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,202,The Tease,Purple palette pan 5,Frost,metallic_shimmer,berry_plum,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,32,31,11,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,202,The Tease,Purple palette pan 6,Matte,matte,purple,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,62,25,47,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,202,The Tease,Purple palette pan 7,Pearl,metallic_shimmer,berry_plum,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,49,38,79,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,204,The Starlet,Earth palette pan 1,Frost,metallic_shimmer,brown,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,32,37,32,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,204,The Starlet,Earth palette pan 2,Metallic,metallic_shimmer,brown,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,25,29,29,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,204,The Starlet,Earth palette pan 3,Frost,metallic_shimmer,brown,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,39,50,53,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,204,The Starlet,Earth palette pan 4,Metallic,metallic_shimmer,gold_bronze,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,43,68,22,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,204,The Starlet,Earth palette pan 5,Metallic,metallic_shimmer,gold_bronze,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,20,50,13,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,204,The Starlet,Earth palette pan 6,Metallic,metallic_shimmer,nude,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,7,9,21,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,204,The Starlet,Earth palette pan 7,Shimmer,metallic_shimmer,brown,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,19,17,50,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,206,The Lolita,Beige and brown palette pan 1,Matte,matte,nude,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,6,13,9,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,206,The Lolita,Beige and brown palette pan 2,Matte,matte,nude,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,19,28,18,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,206,The Lolita,Beige and brown palette pan 3,Shimmer,metallic_shimmer,brown,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,25,26,63,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,206,The Lolita,Beige and brown palette pan 4,Metallic,metallic_shimmer,nude,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,10,9,17,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,206,The Lolita,Beige and brown palette pan 5,Pearl,metallic_shimmer,nude,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,12,15,8,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,206,The Lolita,Beige and brown palette pan 6,Metallic,metallic_shimmer,nude,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,13,14,13,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,206,The Lolita,Beige and brown palette pan 7,Metallic,metallic_shimmer,brown,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,32,32,15,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,208,The Vamp,"Plum, green, and gray palette pan 1",Satin,sheen,blue,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,36,22,0,49,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,208,The Vamp,"Plum, green, and gray palette pan 2",Shimmer,metallic_shimmer,white_silver,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,6,4,0,16,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,208,The Vamp,"Plum, green, and gray palette pan 3",Satin,sheen,white_silver,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,0,0,3,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,208,The Vamp,"Plum, green, and gray palette pan 4",Shimmer,metallic_shimmer,purple,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,26,9,17,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,208,The Vamp,"Plum, green, and gray palette pan 5",Shimmer,metallic_shimmer,green,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,22,0,4,28,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,208,The Vamp,"Plum, green, and gray palette pan 6",Shimmer,metallic_shimmer,brown,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,0,10,17,35,source_provided,false
original_launch,2013,Style Eye-con No. 7 Plush Shadow Palette,Eyes,Eyeshadow Palette,208,The Vamp,"Plum, green, and gray palette pan 7",Glitter,metallic_shimmer,blue,not_applicable,not_applicable,not_applicable,not_applicable,color_cosmetic,16,7,0,59,source_provided,false
